gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Cluster
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,1960,0
1,0,1,1,50,1,2,0,0,0,2,2,2,0,1,1,2,69.65,1546,2
0,1,0,0,2,1,2,1,0,2,0,0,0,2,0,0,2,89.5,552,0
1,1,0,0,24,1,0,1,0,0,0,0,0,0,0,0,1,70.0,650,0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,69.55,983,0
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,3,74.6,2946,0
1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,3,20.1,2700,1
0,0,0,0,17,1,2,2,1,1,1,1,1,1,0,0,3,24.8,2066,1
0,1,0,0,8,1,0,2,1,1,1,1,1,1,0,0,2,19.65,575,0
1,0,0,0,10,1,0,1,0,0,0,2,2,2,0,1,1,95.1,3214,0
1,0,1,1,68,1,2,0,2,2,2,2,2,2,2,1,1,88.85,2576,2
1,0,1,0,45,1,0,0,2,2,2,0,2,2,1,0,0,78.8,1609,2
1,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,19.85,1571,1
1,0,1,0,37,1,0,2,1,1,1,1,1,1,0,0,0,20.35,2823,1
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,3,24.25,3327,0
0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,45.25,1859,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,850,1
1,0,1,1,65,1,2,0,2,2,0,0,0,2,2,1,3,69.55,1934,2
0,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,0,19.5,167,1
0,0,0,0,3,1,0,1,0,0,2,0,0,0,0,1,3,74.75,1052,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,69.65,436,0
1,0,0,0,49,0,1,0,0,0,2,0,0,0,0,1,0,30.2,437,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.65,801,0
0,0,1,0,70,0,1,0,0,2,2,2,2,2,2,0,0,57.8,1772,2
0,0,1,1,53,1,0,2,1,1,1,1,1,1,1,1,0,19.85,39,1
1,0,1,1,53,1,2,2,1,1,1,1,1,1,2,0,1,25.55,321,1
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,75.05,2968,0
1,0,0,0,22,1,2,2,1,1,1,1,1,1,0,1,1,24.85,2147,0
1,1,0,0,52,0,1,0,0,2,0,0,2,2,0,1,2,49.15,1143,0
1,1,0,0,65,1,2,1,2,0,2,2,2,2,2,1,2,110.35,2902,2
0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,0,24.55,204,1
0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,34.7,2595,0
1,0,0,0,3,1,2,1,0,2,2,0,2,2,0,0,3,107.95,1402,0
1,0,1,0,45,1,2,1,0,2,0,0,0,0,0,0,0,81.4,1666,0
1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,2,80.0,3076,0
0,0,1,1,61,1,0,0,0,0,2,2,2,2,2,1,0,73.8,2015,2
1,0,0,0,3,1,0,0,2,0,0,2,2,0,0,1,1,64.4,823,0
0,1,0,0,40,1,2,1,0,0,2,2,2,2,1,1,1,103.75,1830,2
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,71.1,2865,0
0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,49.9,2127,0
1,0,0,0,51,1,2,2,1,1,1,1,1,1,1,1,0,24.6,262,1
1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,49.25,3267,0
1,0,0,0,52,0,1,0,0,2,0,0,0,0,1,0,3,30.1,568,1
1,0,0,0,51,1,2,1,0,0,0,0,0,2,0,0,0,83.4,1807,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,858,0
1,0,1,1,31,1,2,0,2,2,0,2,0,2,1,1,0,75.25,1036,2
1,0,0,1,47,1,0,2,1,1,1,1,1,1,1,0,1,20.55,15,1
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.1,1226,0
0,1,0,0,22,1,0,2,1,1,1,1,1,1,1,1,3,20.05,1819,0
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.65,861,1
1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,1,0,85.15,2636,2
1,0,1,1,3,1,0,0,0,0,2,0,0,0,0,1,2,50.15,607,0
1,1,1,1,47,1,0,1,0,2,0,0,2,0,1,1,0,84.95,1764,2
1,0,1,1,72,1,2,0,2,0,2,2,0,0,2,1,1,66.5,2085,2
1,0,1,1,66,1,2,0,0,0,2,0,2,0,2,1,0,63.3,1831,2
1,0,0,0,35,1,2,1,0,0,0,0,2,0,0,0,2,83.15,1279,0
1,0,0,0,29,1,2,1,0,0,0,0,0,2,0,1,2,84.9,1130,0
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.55,1483,0
1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,3,49.25,908,0
0,0,0,0,25,1,0,1,2,2,0,0,0,0,0,1,0,79.85,874,0
0,0,0,0,65,1,0,0,2,2,0,2,0,0,2,1,3,59.6,1661,1
1,1,0,0,27,1,2,1,0,2,0,2,2,2,1,1,0,104.65,1326,2
1,0,1,0,29,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1005,0
1,0,1,1,29,1,2,0,0,2,2,0,2,2,0,0,1,80.1,979,2
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,785,1
0,0,1,0,20,1,0,1,0,0,2,2,0,0,0,1,3,81.0,616,0
0,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,24.7,487,1
0,0,0,1,14,1,2,1,2,0,0,2,0,0,0,1,3,86.0,164,0
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,3,25.4,637,1
1,0,0,0,46,1,2,1,2,0,0,0,2,0,0,1,1,89.15,1849,0
0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,0,0,58.25,1806,2
1,0,0,0,32,1,2,1,0,0,0,0,0,2,0,1,0,85.65,1204,0
0,0,0,0,26,0,1,0,0,0,2,0,2,2,0,1,1,50.35,271,0
1,1,1,0,68,1,2,1,0,0,2,0,0,0,0,1,1,80.35,2374,0
1,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,20.2,1526,1
1,0,1,1,61,1,0,2,1,1,1,1,1,1,2,0,1,20.55,299,1
0,0,1,1,4,1,2,1,0,0,0,0,0,2,0,1,2,85.95,1681,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,45.35,388,0
1,1,1,0,33,1,2,1,0,0,0,0,2,2,0,1,2,94.5,1391,0
1,1,1,0,9,1,0,2,1,1,1,1,1,1,0,1,3,21.25,891,0
0,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,26.25,2548,1
0,0,1,1,5,1,0,1,0,0,0,0,2,0,0,1,2,80.85,1594,0
0,1,0,0,30,1,2,1,2,2,2,0,0,0,0,0,1,91.7,1250,0
1,0,0,0,65,1,2,0,0,2,2,2,0,2,2,1,1,74.2,2083,2
0,0,0,0,45,1,2,1,0,0,2,2,0,0,0,1,2,87.25,1730,0
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.35,3279,1
1,0,1,1,25,1,0,1,0,2,0,0,0,0,0,1,2,75.5,797,0
0,0,1,1,72,1,2,1,2,0,0,0,0,0,2,0,0,79.05,2432,1
0,0,1,0,27,1,2,1,0,0,2,0,0,2,0,0,0,90.15,1073,0
1,0,1,1,32,0,1,0,0,0,2,0,2,2,0,0,1,50.6,588,1
0,0,0,0,30,1,2,1,0,2,2,2,2,2,1,0,1,110.45,1497,2
1,0,1,0,70,1,0,1,2,2,2,2,0,2,2,0,1,101.0,2862,2
1,1,0,0,42,1,2,1,0,2,0,0,0,0,0,1,0,79.35,1505,0
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.85,2741,2
0,0,0,0,47,1,2,0,2,0,2,2,0,0,2,1,3,65.0,1293,1
0,0,0,0,2,1,0,1,2,0,2,0,0,0,0,1,2,80.45,353,0
1,0,0,0,10,1,2,1,2,0,0,0,2,2,0,0,2,98.55,9,0
0,0,1,1,61,1,2,2,1,1,1,1,1,1,2,1,3,24.1,512,1
0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,44.05,877,0
0,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.8,3049,2
1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,114.95,3124,2
0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,3,75.05,880,0
1,0,1,0,48,1,0,2,1,1,1,1,1,1,2,0,3,19.25,3198,1
0,0,0,0,63,1,0,1,0,0,2,2,2,0,1,1,1,90.05,2463,2
0,0,0,0,27,1,0,0,2,2,0,0,0,0,0,1,3,56.7,587,0
1,0,1,1,70,1,0,0,2,2,2,0,2,2,2,1,1,80.15,2380,2
1,0,1,1,7,1,0,0,2,0,2,2,0,2,0,1,1,71.35,2231,1
1,0,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,20.25,0,1
0,0,1,0,2,1,0,1,2,2,0,0,2,0,0,0,2,90.35,795,0
1,1,0,0,20,1,2,1,0,0,2,0,2,2,0,1,2,98.55,736,0
1,0,0,0,66,1,0,2,1,1,1,1,1,1,2,0,0,19.7,249,1
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,2416,1
0,0,0,1,15,1,0,1,0,2,0,0,0,2,0,1,0,85.9,265,0
0,0,1,1,72,1,2,1,2,2,0,2,0,0,2,1,0,90.35,2706,2
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.8,863,1
0,0,0,0,22,1,0,1,0,0,0,0,2,2,0,0,2,89.25,800,0
1,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,909,0
0,0,1,1,72,1,2,0,2,0,2,2,0,0,2,0,0,66.85,2070,2
1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,0,3,19.9,286,1
0,0,0,0,11,0,1,0,0,0,0,0,2,0,0,1,3,35.8,1620,0
1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,3,78.85,547,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,0,20.4,1245,1
1,0,0,0,41,1,0,1,0,0,0,2,0,0,0,1,2,74.25,1384,0
1,0,1,0,17,1,0,0,2,2,0,0,0,2,1,0,3,64.8,173,1
1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,1,1,20.45,1048,0
1,0,0,0,15,1,2,1,0,0,0,0,2,2,0,1,2,93.35,432,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,792,1
0,0,1,0,5,1,0,1,2,0,2,0,0,2,0,1,3,88.9,1983,0
1,0,1,0,33,1,0,1,0,0,2,0,2,2,1,1,2,95.8,1363,2
0,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,1,110.65,3092,2
0,0,1,1,3,0,1,0,0,2,0,0,0,2,0,0,3,40.3,3278,1
1,0,0,0,2,1,2,1,0,2,0,0,0,0,0,1,2,82.0,731,0
0,0,1,0,59,1,2,1,2,2,2,2,0,2,1,1,1,107.0,2584,2
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.35,3243,0
1,0,1,1,71,1,0,0,0,2,0,2,2,2,2,1,1,73.35,2233,2
0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,3,44.8,970,0
1,0,1,1,27,1,0,0,2,2,0,0,0,0,0,1,1,54.75,481,1
0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,52.2,2247,0
1,0,0,1,63,0,1,0,2,2,0,2,0,0,1,1,0,40.6,1157,1
0,1,0,0,46,1,2,1,2,2,2,0,2,2,1,1,2,110.0,2114,2
1,0,1,1,72,1,2,0,2,0,0,0,0,0,2,0,0,55.3,1750,1
0,0,1,0,34,1,2,0,2,0,0,2,0,0,0,1,0,60.85,869,0
0,0,1,1,24,1,2,0,2,2,0,0,2,2,1,0,2,78.4,724,2
1,0,0,0,72,1,2,0,2,2,2,2,0,0,2,0,0,69.65,2135,2
0,0,1,1,60,0,1,0,2,0,2,2,2,2,2,0,1,59.85,1606,2
1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,1,1,76.9,2186,2
0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,1,3,19.85,440,1
0,0,0,1,34,1,0,0,2,0,2,2,2,0,2,0,1,67.65,1033,1
0,0,0,0,6,0,1,0,0,0,0,0,2,2,0,0,1,45.0,1334,0
1,0,1,0,2,1,0,0,0,2,0,2,0,2,0,1,3,64.2,413,0
1,0,0,0,31,1,2,1,0,0,0,2,0,0,1,0,1,81.7,1138,0
0,0,1,1,20,1,2,2,1,1,1,1,1,1,0,1,0,25.55,2205,1
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,20.0,849,1
1,0,0,0,62,1,2,1,0,0,2,0,2,2,1,1,2,96.75,2570,2
0,1,1,0,70,1,2,1,0,0,0,0,0,0,2,1,1,75.65,2307,0
0,0,0,0,10,1,2,1,0,0,0,2,2,2,0,1,2,98.5,59,0
1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,1,3,23.8,3261,1
0,0,1,0,46,1,0,0,0,2,0,2,2,0,2,1,1,64.2,1345,2
1,0,0,0,6,1,0,1,0,2,0,0,2,0,0,1,2,85.35,2118,0
0,0,1,1,72,1,2,0,0,0,2,0,2,2,2,1,0,76.8,2327,2
1,0,0,0,18,1,0,0,0,0,2,2,0,0,0,0,1,55.2,58,0
1,0,1,0,71,1,2,1,2,0,2,2,2,2,2,1,1,108.55,3005,2
1,0,1,0,40,1,2,1,0,2,0,0,2,2,0,1,2,101.3,1795,2
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,2807,0
1,0,0,0,58,1,2,1,0,2,2,0,2,2,1,1,0,103.25,2534,2
1,0,0,0,70,1,2,1,2,0,0,2,2,2,2,1,1,104.0,2903,2
0,0,1,0,42,1,2,2,1,1,1,1,1,1,2,0,2,25.25,107,1
1,0,1,1,34,0,1,0,2,0,0,0,0,0,1,0,0,30.4,3302,1
1,1,0,0,5,1,0,2,1,1,1,1,1,1,0,0,0,20.05,3303,0
0,0,0,0,25,1,2,1,0,0,0,0,2,0,0,1,3,84.6,912,0
0,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,3,86.2,683,0
0,0,1,1,55,1,0,1,0,2,2,2,2,2,1,1,0,103.7,2402,2
1,0,1,0,21,1,2,1,0,2,2,2,2,2,0,1,2,111.2,1024,2
1,0,1,0,70,1,2,1,2,2,0,2,0,0,2,1,1,88.0,2525,2
0,0,1,0,61,1,2,1,0,0,2,2,2,2,0,1,2,106.35,2764,2
1,0,1,1,43,1,0,0,2,0,2,2,2,2,2,1,1,79.15,1598,2
1,0,0,0,47,1,2,1,0,2,2,0,2,2,1,1,2,103.1,2117,2
1,0,0,0,5,1,0,0,0,0,2,2,2,0,0,1,1,63.95,1426,0
0,0,0,0,62,1,2,2,1,1,1,1,1,1,2,1,1,25.8,522,1
0,0,1,1,16,1,0,1,0,2,2,0,2,0,0,1,1,89.45,415,0
1,1,1,0,7,1,2,1,0,0,0,0,2,2,0,1,0,95.6,2669,0
0,0,1,1,14,1,2,2,1,1,1,1,1,1,0,0,3,25.55,1658,1
1,0,1,1,60,1,0,1,0,2,2,0,2,0,1,0,2,90.95,2319,1
1,0,1,1,34,0,1,0,0,0,2,2,2,0,0,1,2,44.85,429,1
0,0,1,0,50,1,2,1,2,2,0,2,2,2,1,0,2,108.55,2385,2
1,0,1,1,38,1,2,2,1,1,1,1,1,1,2,0,1,25.05,3332,1
0,0,1,1,70,1,0,0,2,2,2,2,0,2,1,0,1,74.1,2254,2
0,0,1,1,37,1,2,1,0,2,0,0,2,0,0,1,2,88.8,1502,0
0,1,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,78.85,1309,0
1,1,1,1,60,1,2,1,2,2,0,0,0,2,0,1,2,93.25,2445,2
1,0,1,1,62,1,0,0,2,0,2,2,0,2,1,0,1,71.4,1943,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.4,1907,0
1,0,0,0,36,1,0,0,2,0,2,2,2,2,0,1,1,79.2,1282,2
1,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,1,20.4,3262,1
0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,100.0,2348,2
0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,1,105.0,2995,2
0,0,1,1,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,1016,1
0,0,0,0,13,0,1,0,2,0,0,0,0,0,0,1,0,30.85,1728,0
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.9,3246,0
0,0,1,1,15,1,0,2,1,1,1,1,1,1,1,0,3,20.55,1323,1
0,0,0,0,65,1,0,0,2,2,2,2,2,2,2,1,0,84.85,2321,2
0,0,1,1,12,0,1,0,2,0,0,2,0,0,1,0,1,33.15,1923,1
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,92.0,2774,2
0,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.8,2684,2
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.8,3180,2
1,0,0,1,52,1,2,0,2,2,0,2,2,2,2,1,3,85.15,1936,2
1,0,0,0,2,1,2,2,1,1,1,1,1,1,0,0,3,24.85,2594,0
0,0,0,0,5,1,0,0,2,0,0,2,2,0,0,1,2,64.35,1578,0
0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,20.5,408,1
0,0,0,1,62,1,2,1,0,0,2,0,2,2,1,1,2,100.15,2664,2
1,0,0,0,72,1,2,0,2,2,0,2,2,2,2,0,1,86.05,2633,2
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,50.8,2177,0
0,0,1,0,66,1,2,1,2,2,0,2,0,0,1,0,2,89.0,2487,1
1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,64.8,2049,2
1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,0,1,19.8,1996,1
1,0,1,1,64,1,2,1,2,0,2,0,0,2,2,0,0,93.4,2465,2
1,1,1,0,20,1,0,1,0,2,0,0,0,0,0,1,2,73.65,445,0
0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,1,2,95.1,1376,0
1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,1,94.65,923,0
1,0,1,0,4,1,0,1,0,0,2,2,0,0,0,1,3,80.6,1430,0
1,0,1,0,62,0,1,0,0,0,0,2,2,0,2,1,0,39.0,1032,1
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,20.5,41,0
1,0,1,0,59,1,2,1,0,0,0,0,0,2,1,0,2,85.55,2211,0
1,0,0,1,3,1,2,2,1,1,1,1,1,1,2,1,3,26.4,209,1
0,0,1,0,72,1,2,1,2,0,2,2,2,0,2,1,0,98.2,2844,2
1,0,1,1,57,1,0,1,0,2,2,0,2,2,1,1,1,97.55,2378,2
1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,1,19.95,264,1
0,0,0,0,60,0,1,0,0,2,0,0,2,2,0,1,2,50.8,1358,0
1,0,0,1,45,1,2,1,0,0,2,0,2,2,2,0,0,99.7,2021,2
0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,1,34.8,135,0
0,0,0,0,15,1,0,1,2,0,2,2,2,2,0,0,2,105.1,534,1
0,0,0,1,51,0,1,0,2,0,2,2,2,2,1,0,0,60.15,1378,2
0,0,0,0,60,1,2,0,2,0,2,2,0,0,1,0,2,64.75,1773,1
1,0,0,0,33,1,2,0,0,2,0,0,0,0,0,1,0,54.65,595,0
1,0,0,0,10,1,0,1,2,2,2,2,2,2,0,1,2,110.1,42,2
1,1,0,0,26,1,0,2,1,1,1,1,1,1,1,0,1,19.3,2196,1
0,0,0,0,6,1,0,1,0,0,2,0,0,2,0,0,2,83.9,2161,0
0,0,1,0,67,1,2,1,2,0,2,2,2,2,1,1,2,111.25,2979,2
0,0,1,1,49,0,1,0,2,0,0,2,0,0,1,1,1,35.8,686,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.05,850,0
0,1,0,0,7,1,0,1,0,0,2,0,2,0,0,1,2,84.35,2558,0
0,1,0,0,27,1,2,1,2,2,2,0,2,2,1,1,0,110.5,1283,2
1,0,1,1,37,1,0,1,0,0,0,0,2,2,1,0,1,91.2,1464,1
0,0,1,1,63,1,2,1,2,2,2,0,2,0,0,1,2,100.55,2601,2
1,0,1,1,31,1,2,1,2,0,2,2,0,0,0,0,2,89.3,1266,1
1,0,1,1,50,1,2,1,0,2,2,0,2,2,0,1,0,103.85,2184,2
1,1,0,0,32,1,2,1,0,0,2,0,0,0,0,1,1,81.1,1172,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,24.6,1058,0
0,0,1,0,63,1,2,1,0,0,0,2,0,0,1,1,1,81.2,2160,2
1,0,0,0,30,1,2,1,2,2,0,0,0,2,0,1,1,94.3,1208,0
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,0,116.1,3151,2
0,0,0,0,53,1,2,1,0,2,2,0,2,2,2,0,2,105.55,2411,2
0,0,0,0,12,1,0,1,2,0,0,2,2,2,0,1,0,98.9,125,0
1,0,1,0,50,1,2,1,2,2,0,0,0,2,0,1,1,94.4,2139,2
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.5,1223,1
0,0,0,0,9,1,2,1,0,0,2,0,2,2,0,0,1,98.3,3281,0
1,0,0,0,17,1,0,1,2,0,0,0,2,2,0,0,2,93.85,569,0
0,0,1,0,56,1,0,1,2,2,2,0,2,2,1,1,1,105.6,2552,2
1,0,1,1,67,1,0,0,2,2,2,0,2,2,2,0,1,81.35,2301,2
1,1,0,0,9,1,2,1,0,0,2,0,2,2,0,1,2,100.5,3274,0
1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,2,56.4,1034,0
1,0,0,0,19,1,0,0,0,2,0,2,0,2,1,1,0,65.35,228,0
0,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,3,19.95,628,1
0,0,0,0,71,1,2,1,0,2,2,2,2,2,2,1,2,111.25,3073,2
1,1,0,0,10,1,0,1,0,2,0,0,0,0,0,1,2,72.85,2800,0
0,1,0,0,15,1,2,1,0,2,0,0,2,0,0,0,1,89.0,279,0
1,0,1,1,72,1,2,1,2,0,2,0,2,2,1,1,0,106.1,3042,2
1,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,1,20.05,1205,1
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,1,0,25.2,698,1
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.55,2913,0
0,1,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.4,580,0
1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,65.55,2084,2
0,0,0,0,26,1,2,1,0,0,2,0,0,0,0,1,2,80.7,966,0
0,0,0,0,21,1,0,1,0,2,2,2,2,2,1,1,3,104.55,993,2
1,0,1,0,60,1,2,2,1,1,1,1,1,1,1,0,0,24.15,475,1
1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.45,1140,1
1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,2,75.4,188,0
0,0,1,0,63,1,2,0,2,2,0,0,2,2,1,1,1,79.7,2077,2
0,1,0,0,22,1,0,1,2,2,0,0,0,0,0,0,2,81.7,717,0
0,0,1,1,32,1,0,0,2,2,2,2,0,2,0,0,0,76.3,1062,1
0,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,79.4,895,0
0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,81.15,3322,0
0,0,1,1,68,1,2,1,0,2,0,2,2,2,2,1,1,103.75,2851,2
0,0,1,1,30,1,0,1,0,0,2,0,0,2,1,0,2,86.45,1135,1
0,0,0,0,16,1,0,1,0,2,0,0,0,0,0,0,0,75.1,214,0
1,0,0,0,33,1,0,1,0,2,0,2,0,0,2,0,0,80.6,1193,1
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.3,297,1
0,1,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,84.6,1611,0
0,0,0,0,12,0,1,0,2,0,0,2,0,0,1,1,3,33.6,1889,1
0,1,1,0,4,1,2,1,0,0,0,0,2,0,0,1,2,83.25,1379,0
0,0,1,1,0,1,0,0,2,2,2,0,2,2,2,0,3,80.85,0,1
0,0,0,0,6,1,2,1,2,0,0,0,0,0,0,1,2,79.05,1883,0
0,0,1,0,65,1,2,1,0,2,2,2,2,2,1,1,1,108.05,2879,2
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.9,1436,1
0,0,0,1,24,1,0,2,1,1,1,1,1,1,1,0,0,21.05,2282,1
0,0,0,1,13,0,1,0,0,2,0,0,0,0,0,0,2,30.15,1684,0
1,0,0,0,24,1,0,1,0,0,0,0,0,2,0,1,1,79.85,868,0
0,0,1,0,72,0,1,0,2,2,2,2,2,2,2,0,0,65.5,2141,2
0,0,1,1,54,1,2,1,2,2,0,0,2,2,0,1,0,104.1,2398,2
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,74.4,942,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,1,3,20.5,3018,1
0,1,1,1,32,1,2,1,0,0,2,0,2,0,0,1,3,91.35,1299,0
1,1,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,99.05,1523,0
1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,0,20.5,2996,1
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,44.95,3186,0
0,0,0,0,8,1,0,1,0,2,0,0,0,0,0,0,2,75.6,2291,0
1,0,0,0,22,1,0,0,2,0,0,2,0,0,0,0,3,55.1,248,1
0,0,0,0,15,1,0,0,2,0,2,2,0,0,0,0,2,58.95,3324,1
1,0,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,95.1,946,0
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,44.7,1910,0
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,25.45,712,1
1,0,0,0,4,1,0,0,2,0,2,0,0,0,0,0,2,56.75,1088,0
1,0,0,0,25,1,2,0,2,2,2,2,0,2,0,0,0,81.75,883,2
0,0,1,1,32,1,0,1,0,2,0,0,2,0,0,1,2,86.1,1234,0
1,1,1,0,7,0,1,0,2,0,0,0,0,0,0,0,0,29.8,970,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.5,1630,1
1,1,1,0,8,1,0,0,2,0,0,0,2,0,0,0,0,60.9,2350,0
0,1,0,0,56,1,2,0,2,0,2,2,0,2,2,0,0,73.25,1777,2
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.7,1960,0
1,1,0,0,8,1,0,1,2,0,0,2,2,2,0,0,1,100.3,3155,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,2,19.25,122,1
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,20.85,2529,1
0,0,0,0,71,1,0,0,2,2,2,2,2,0,2,0,1,77.35,2363,2
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,96.0,661,0
